course_title,url,price,num_subscribers,level,content_duration,subject,language
Create an eCommerce Wordpress Website 2016 - New Divi Theme!,https://www.udemy.com/create-an-ecommerce-wordpress-website-2016-new-divi-theme/,30,3503,Introductory,4.0,Web Development,en
HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,https://www.udemy.com/landing-pages-for-entrepreneurs/,195,2354,For all,4.0,Web Development,en
Learning Docker and Kubernetes by Lab,https://www.udemy.com/learning-docker-and-k8s-by-practice/,30,586,For all,5.0,Web Development,en
Projects in ExpressJS - Learn ExpressJs building 10 projects,https://www.udemy.com/projects-in-expressjs-learn-expressjs-building-10-projects/,50,1949,For all,15.5,Web Development,en
PHP For Beginners : Learn PHP From Scratch!,https://www.udemy.com/php-fundamentals-course/,100,1825,For all,3.5,Web Development,en
Bootstrap 4.0 New Features: Build Responsive Website,https://www.udemy.com/bootstrap4-new-features/,40,2296,For all,1.5,Web Development,en
ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,https://www.udemy.com/aspnet-mvc-5-project-cms-and-shopping-cart-with-paypal/,30,550,For all,9.0,Web Development,en
Professional RESTful API Design using Python Flask,https://www.udemy.com/restful-api-flask-course/,120,578,Intermediate,4.5,Web Development,en
HTML5 APIs For JavaScript - A Course For Web Developers ,https://www.udemy.com/html5-apis-for-javascript-a-course-for-web-developers/,50,7706,For all,5.0,Web Development,en
Learn Python Django - A Hands-On Course,https://www.udemy.com/learn-python-django-a-hands-on-course/,50,1339,Introductory,2.0,Web Development,en
Comprehensive JavaScript Programming,https://www.udemy.com/comprehensive-javascript-programming/,20,6760,For all,3.0,Web Development,en
Security for your WordPress site,https://www.udemy.com/security-for-your-wordpress-site/,85,1096,Introductory,0.6333333333333333,Web Development,en
Try Django 1.9 | Build a Blog and Learn Python's #1 Library,https://www.udemy.com/try-django/,50,7407,For all,20.0,Web Development,en
Accelerated ES6 JavaScript Training,https://www.udemy.com/es6-bootcamp-next-generation-javascript/,110,5811,Intermediate,6.0,Web Development,en
AWS Serverless APIs & Apps - A Complete Introduction,https://www.udemy.com/aws-serverless-a-complete-introduction/,145,2145,For all,8.0,Web Development,en
Python and Django Full Stack Web Developer Bootcamp,https://www.udemy.com/python-and-django-full-stack-web-developer-bootcamp/,200,11832,For all,31.5,Web Development,en
The Complete Elixir and Phoenix Bootcamp,https://www.udemy.com/the-complete-elixir-and-phoenix-bootcamp-and-tutorial/,50,5279,For all,14.5,Web Development,en
Build a Real-world App with ASP.NET Core and Angular 2 (4+),https://www.udemy.com/aspnet-core-angular/,190,5332,Intermediate,10.5,Web Development,en
REST APIs with Flask and Python,https://www.udemy.com/rest-api-flask-and-python/,110,5151,Intermediate,12.5,Web Development,en
Angular 4 (formerly Angular 2) - The Complete Guide,https://www.udemy.com/the-complete-guide-to-angular-2/,190,73783,For all,22.0,Web Development,en
Build Websites from Scratch with HTML & CSS,https://www.udemy.com/build-website-scratch/,145,51257,Introductory,8.0,Web Development,en
PHP for Beginners -Become a PHP Master - Project Included,https://www.udemy.com/php-for-complete-beginners-includes-msql-object-oriented/,200,28880,For all,30.5,Web Development,en
The Professional Ruby on Rails Developer,https://www.udemy.com/pro-rubyonrails/,100,17334,For all,17.0,Web Development,en
The Complete Ruby on Rails Developer Course,https://www.udemy.com/the-complete-ruby-on-rails-developer-course/,195,33677,For all,31.5,Web Development,en
Docker Technologies for DevOps and Developers,https://www.udemy.com/docker-tutorial-for-devops-run-docker-containers/,30,19210,For all,3.0,Web Development,en
JavaScript programming: JavaScript for beginners,https://www.udemy.com/learn-javascript-online/,55,2215,Introductory,5.0,Web Development,en
JSON in Action: Build JSON-Based Applications,https://www.udemy.com/json-in-action/,50,1322,For all,3.5,Web Development,en
Learn Ruby Programming The Easy Way,https://www.udemy.com/learn-ruby-programming-the-easy-way/,35,3485,For all,2.0,Web Development,en
Learn OAuth 2.0 - Get started as an API Security Expert,https://www.udemy.com/learn-oauth-2/,95,2185,For all,3.5,Web Development,en
AngularJS For .Net Developers From Scratch,https://www.udemy.com/angularjs-for-dotnet-developers-from-scratch/,50,2494,Intermediate,4.5,Web Development,en
"Jekyll: make fast, secure static sites and blogs with Jekyll",https://www.udemy.com/static-website-generator-fast-secure-sites-blogs-with-jekyll/,45,2091,Introductory,2.5,Web Development,en
HTML and CSS BootCamp for Beginners,https://www.udemy.com/html-and-css-bootcamp-for-beginners/,30,1777,Introductory,6.5,Web Development,en
Hosting Django: Amazon Web Services (AWS) Fundamentals,https://www.udemy.com/django-tutorial-amazon-web-services/,45,2573,For all,5.5,Web Development,en
Angular Advanced MasterClass & FREE E-Book,https://www.udemy.com/angular-advanced-masterclass/,150,228,Intermediate,6.5,Web Development,en
Learn Responsive Web Development from Scratch,https://www.udemy.com/learn-responsive-web-development-from-scratch/,0,59639,For all,4.5,Web Development,en
Build WordPress Plugin to extend Beaver Builder,https://www.udemy.com/build-wordpress-plugin-to-extend-beaver-builder/,50,1705,Intermediate,2.0,Web Development,en
Coding Made Easy: A Beginners Guide To JavaScript,https://www.udemy.com/coding-made-easy-a-beginners-guide-to-javascript/,40,1950,Introductory,1.0,Web Development,en
The Complete Developers Guide to MongoDB,https://www.udemy.com/the-complete-developers-guide-to-mongodb/,150,10945,For all,13.5,Web Development,en
Electron for Desktop Apps: The Complete Developer's Guide,https://www.udemy.com/electron-react-tutorial/,50,2606,Introductory,8.0,Web Development,en
Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),https://www.udemy.com/vuejs-2-the-complete-guide/,190,17671,For all,18.0,Web Development,fr
"React JS, Angular & Vue JS - Quickstart & Comparison",https://www.udemy.com/angular-reactjs-vuejs-quickstart-comparison/,160,2273,Introductory,8.0,Web Development,en
The Complete JavaScript Course: Build a Real-World Project,https://www.udemy.com/the-complete-javascript-course/,195,27801,For all,17.5,Web Development,en
Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,https://www.udemy.com/angular-2-and-nodejs-the-practical-guide/,150,17297,For all,8.5,Web Development,en
Angular 2 with TypeScript for Beginners: The Pragmatic Guide,https://www.udemy.com/angular-2-tutorial-for-beginners/,150,40070,For all,9.5,Web Development,en
Meteor and React for Realtime Apps,https://www.udemy.com/meteor-react-tutorial/,140,6527,For all,9.0,Web Development,en
The Web Developer Bootcamp,https://www.udemy.com/the-web-developer-bootcamp/,200,121584,For all,43.0,Web Development,en
AngularJS JumpStart with Dan Wahlin,https://www.udemy.com/angularjs-jumpstart/,75,17802,For all,10.0,Web Development,en
The Complete Web Developer Course 2.0,https://www.udemy.com/the-complete-web-developer-course-2/,200,114512,For all,30.5,Web Development,en
Ultimate Web Designer & Developer Course: Build 23 Projects!,https://www.udemy.com/web-developer-course/,200,33788,For all,32.5,Web Development,en
ExpressJS Fundamentals,https://www.udemy.com/expressjs-fundamentals/,0,21245,Introductory,1.0,Web Development,ca
REST WCF Service in ASP.NET,https://www.udemy.com/rest-wcf-service-in-aspnet/,0,7905,For all,0.6833333333333333,Web Development,en
Projects in Node.js - Learn by Example,https://www.udemy.com/projects-in-nodejs/,195,869,For all,5.0,Web Development,en
Building Data Visualizations with D3 and Angular 2,https://www.udemy.com/building-data-visualizations-with-d3-and-angular-2/,125,293,Introductory,3.5,Web Development,en
Learn Object Oriented PHP By Building a Complete Website,https://www.udemy.com/learn-object-oriented-php-by-building-a-complete-website/,0,36322,For all,4.5,Web Development,en
Web Programming Course : Asp.Net MVC,https://www.udemy.com/mvc-course/,100,2760,For all,3.5,Web Development,en
Learn Spring Framework Practically - Hands On Recipies,https://www.udemy.com/learn-spring-framework-practically-hands-on-recipies/,145,522,For all,5.5,Web Development,en
One-stop Ruby on Rails: Build Web Applications from Scratch,https://www.udemy.com/build-etsy-yelp-craigslist-and-a-web-scraper-from-scratch/,145,1628,For all,18.5,Web Development,en
Learn what's new in PHP 7,https://www.udemy.com/php7-new-features/,0,12336,Intermediate,3.5,Web Development,en
Dive Into Docker: The Docker Course for Developers,https://www.udemy.com/dive-into-docker-the-complete-docker-course-for-developers/,0,6437,Introductory,1.5,Web Development,en
"Basic Concepts of Web Development, HTTP and Java Servlets",https://www.udemy.com/web-application-and-java-servlet-concepts/,35,2797,Introductory,1.0,Web Development,en
The Most Comprehensive Web Development Course,https://www.udemy.com/comprehensive-web-developer-course/,200,333,For all,42.0,Web Development,en
Learn and Understand AngularJS,https://www.udemy.com/learn-angularjs/,175,59361,For all,7.0,Web Development,en
JavaScript: Understanding the Weird Parts,https://www.udemy.com/understand-javascript/,175,79612,For all,11.5,Web Development,en
Webpack 2: The Complete Developer's Guide,https://www.udemy.com/webpack-2-the-complete-developers-guide/,75,8964,For all,5.5,Web Development,en
Build Responsive Real World Websites with HTML5 and CSS3,https://www.udemy.com/design-and-develop-a-killer-website-with-html5-and-css3/,195,43977,For all,12.0,Web Development,en
ES6 Javascript: The Complete Developer's Guide,https://www.udemy.com/javascript-es6-tutorial/,80,13010,Introductory,6.5,Web Development,en
Learn and Understand NodeJS,https://www.udemy.com/understand-nodejs/,195,58208,For all,13.0,Web Development,en
Understanding TypeScript,https://www.udemy.com/understanding-typescript/,110,9132,For all,7.0,Web Development,en
Advanced React and Redux,https://www.udemy.com/react-redux-tutorial/,140,21998,Intermediate,12.0,Web Development,en
Modern React with Redux,https://www.udemy.com/react-redux/,180,50815,For all,26.5,Web Development,en
Angular Styling & Animations (for Angular 2 and Angular 4),https://www.udemy.com/angular-styling-animations-for-angular-2-and-angular-4/,120,4138,Intermediate,6.0,Web Development,tl
The Complete ASP.NET MVC 5 Course,https://www.udemy.com/the-complete-aspnet-mvc-5-course/,190,20652,For all,7.5,Web Development,en
GraphQL with React: The Complete Developers Guide,https://www.udemy.com/graphql-with-react-course/,150,6412,Intermediate,13.0,Web Development,en
"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",https://www.udemy.com/create-a-simple-photo-gallery-with-dropzonejs-slick-and-php/,0,2464,For all,0.7333333333333333,Web Development,en
WordPress in under an hour - Create/manage your own website!,https://www.udemy.com/learn-wordpress-in-57-minutes/,0,6474,For all,1.0,Web Development,en
Twitter Bootstrap 2 for Beginners,https://www.udemy.com/twitter-bootstrap/,20,2388,Introductory,1.0,Web Development,no
Bootstrap Tutorial - Essentials From Basic to Advanced,https://www.udemy.com/bootstrap-tutorial-essentials-from-basic-to-advanced/,195,1494,For all,7.5,Web Development,en
Create an Engaging Website with Twitter Bootstrap 2.x,https://www.udemy.com/create-an-engaging-website-with-twitter-bootstrap/,20,1463,For all,1.0,Web Development,en
Javascript :basics for beginners,https://www.udemy.com/learn-javascript-fast/,30,1057,Introductory,0.6166666666666667,Web Development,en
CSS Tutorial For Beginners: Style Your Wordpress Templates,https://www.udemy.com/css-tutorial-for-beginners-style-your-wordpress-templates/,35,1049,Introductory,3.5,Web Development,en
HTML5 And CSS3 - Build Modern Responsive Websites,https://www.udemy.com/html5-and-css3-build-modern-responsive-websites/,175,109,For all,9.5,Web Development,en
PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,https://www.udemy.com/psd-to-html5css3-using-twitter-bootstrap-3/,95,2073,For all,2.0,Web Development,en
Web Development: Make A Website That Will Sell For Thousands,https://www.udemy.com/web-development-by-doing-html5-css3-complete-from-scratch/,50,1116,For all,7.5,Web Development,en
WordPress Basics to Business: Share and Sell your Expertise,https://www.udemy.com/wordpress-basics-to-business/,50,1125,Introductory,3.5,Web Development,en
PHP Zend Framework 2:Creating a CRUD Application,https://www.udemy.com/zend-framework-2creating-a-crud-application/,40,802,For all,0.6333333333333333,Web Development,en
JavaScript Fundamentals,https://www.udemy.com/javascriptfundamentals/,0,4409,For all,5.0,Web Development,ca
Building a Website With Jekyll,https://www.udemy.com/building-a-website-with-jekyll/,20,686,For all,3.0,Web Development,en
Big Data and Apache Hadoop for Developers - Fundamentals,https://www.udemy.com/learn-big-data-and-apache-hadoop-for-developers-online/,30,1154,Intermediate,3.0,Web Development,en
Wordpress Development : Create a Custom Wordpress Website,https://www.udemy.com/create-local-server-and-install-wordpress/,120,885,For all,1.5,Web Development,en
How to Make a Wordpress Website 2017,https://www.udemy.com/how-to-wordpress/,0,2437,Introductory,0.5666666666666667,Web Development,en
RESTful Services with ASP.NET Web API,https://www.udemy.com/restful-services-with-aspnet-web-api/,85,716,For all,2.0,Web Development,en
Web Hosting Fundamentals,https://www.udemy.com/web-hosting-fundamentals/,20,1867,For all,0.6166666666666667,Web Development,de
Learning Path: React: Make Stunning React Websites,https://www.udemy.com/learning-path-react-make-stunning-react-websites/,200,91,Advanced,6.5,Web Development,en
Administering Microsoft SQL Server 2012 Databases - 70-462,https://www.udemy.com/administering-microsoft-sql-server-2012-databases-70-462/,60,586,For all,5.5,Web Development,en
